

🎈央视直播,#genre#
CCTV8,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV9,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240250_1/playlist.m3u8?CONTENTID=00000110240250_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV9,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240478_1/playlist.m3u8?CONTENTID=00000110240478_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV10,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240251_1/playlist.m3u8?CONTENTID=00000110240251_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV11,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240328_1/playlist.m3u8?CONTENTID=00000110240328_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV12,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV13,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240502_1/playlist.m3u8?CONTENTID=00000110240502_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV14,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240253_1/playlist.m3u8?CONTENTID=00000110240253_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV15,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240329_1/playlist.m3u8?CONTENTID=00000110240329_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV16,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240389_1/playlist.m3u8?CONTENTID=00000110240389_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV16,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240388_1/playlist.m3u8?CONTENTID=00000110240388_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV16,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240349_1/playlist.m3u8?CONTENTID=00000110240349_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV17,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240326_1/playlist.m3u8?CONTENTID=00000110240326_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
4K,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240282_1/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
4K,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240282_1/encoder/0/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR

CCTV1,http://wabc.ml/sxg.php?id=CCTV-1H265_4000
CCTV1,http://124.220.17.172:1100/aas.php?id=1
CCTV1,http://hls.yun.gehua.net.cn:8088/live/CCTV1HD_1200.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225918/index.m3u8
CCTV2,http://wabc.ml/sxg.php?id=CCTV-2H265_4000
CCTV2,http://124.220.17.172:1100/aas.php?id=2
CCTV2,http://hls.yun.gehua.net.cn:8088/live/CCTV2HD_1200.m3u8
CCTV2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV3,http://wabc.ml/sxg.php?id=CCTV-3H265_4000
CCTV3,http://124.220.17.172:1100/aas.php?id=3
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV4,http://wabc.ml/sxg.php?id=CCTV-4H265_4000
CCTV4,http://124.220.17.172:1100/aas.php?id=4
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV4K,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cctv4k/15000000/mnf.m3u8
CCTV5,http://wabc.ml/sxg.php?id=CCTV-5H265_4000
CCTV5,http://124.220.17.172:1100/aas.php?id=5
CCTV5+,http://wabc.ml/sxg.php?id=CCTV-5plusH265_4000
CCTV5+,http://124.220.17.172:1100/aas.php?id=5p
CCTV6,http://wabc.ml/sxg.php?id=CCTV-6H265_4000
CCTV6,http://hls.yun.gehua.net.cn:8088/live/CCTV6HD_1200.m3u8
CCTV6,http://124.220.17.172:1100/aas.php?id=6
CCTV7,http://wabc.ml/sxg.php?id=CCTV-7H265_4000
CCTV7,http://hls.yun.gehua.net.cn:8088/live/CCTV7HD_1200.m3u8
CCTV7,http://124.220.17.172:1100/aas.php?id=7
CCTV8,http://wabc.ml/sxg.php?id=CCTV-8H265_4000
CCTV8,http://124.220.17.172:1100/aas.php?id=8
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://wabc.ml/sxg.php?id=CCTV-9H265_4000
CCTV9,http://124.220.17.172:1100/aas.php?id=9
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV10,http://wabc.ml/sxg.php?id=CCTV-10H265_4000
CCTV10,http://124.220.17.172:1100/aas.php?id=10
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV10,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV11,http://wabc.ml/sxg.php?id=CCTV-11-H265_4000
CCTV11,http://124.220.17.172:1100/aas.php?id=11
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://wabc.ml/sxg.php?id=CCTV-12H265_4000
CCTV12,http://hls.yun.gehua.net.cn:8088/live/CCTV12HD_1200.m3u8
CCTV12,http://124.220.17.172:1100/aas.php?id=12
CCTV13,http://wabc.ml/sxg.php?id=CCTV-xw_4000
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://124.220.17.172:1100/aas.php?id=13
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://wabc.ml/sxg.php?id=CCTV-14H265_4000
CCTV14,http://124.220.17.172:1100/aas.php?id=14
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV15,http://wabc.ml/sxg.php?id=CCTV-15-yyH265_4000
CCTV15,http://124.220.17.172:1100/aas.php?id=15
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://124.220.17.172:1100/aas.php?id=16
CCTV17,http://wabc.ml/sxg.php?id=CCTV-17_4000
CCTV17,http://124.220.17.172:1100/aas.php?id=17
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
风云音乐,http://27.47.71.3:8088/hls/39/index.m3u8
怀旧剧场,http://27.47.71.3:8088/hls/40/index.m3u8
风云足球,http://27.47.71.3:8088/hls/41/index.m3u8
风云剧场,http://27.47.71.3:8088/hls/42/index.m3u8
文化精品,http://27.47.71.3:8088/hls/44/index.m3u8
第一剧场,http://27.47.71.3:8088/hls/43/index.m3u8
风云音乐,http://27.47.71.2:8088/hls/39/index.m3u8
怀旧剧场,http://27.47.71.2:8088/hls/40/index.m3u8
风云足球,http://27.47.71.2:8088/hls/41/index.m3u8
风云剧场,http://27.47.71.2:8088/hls/42/index.m3u8
文化精品,http://27.47.71.2:8088/hls/44/index.m3u8
第一剧场,http://27.47.71.2:8088/hls/43/index.m3u8
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CCTV17,http://wtv.weetai.cn/iptv/2022/tyzb02.php?id=cctv17hd
CNC中文,https://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
ETV1,https://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/1300000/mnf.m3u8
CNC,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
纪实人文,http://nsszds.f3322.net:808/hls/56/index.m3u8
CCTV-1HD,http://live.cooltv.top/tv/aishang.php?id=cctv1hd
CCTV-2HD,http://live.cooltv.top/tv/aishang.php?id=cctv2hd
CCTV-3HD,http://live.cooltv.top/tv/aishang.php?id=cctv3hd
CCTV-4HD,http://live.cooltv.top/tv/aishang.php?id=cctv4hd
CCTV-5HD,http://live.cooltv.top/tv/aishang.php?id=cctv5hd
CCTV-6HD,http://live.cooltv.top/tv/aishang.php?id=cctv6hd
CCTV-7HD,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV-8HD,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV-9HD,http://live.cooltv.top/tv/aishang.php?id=cctv9hd
CCTV-10HD,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV-11HD,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV-12HD,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV-13HD,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV-14HD,http://live.cooltv.top/tv/aishang.php?id=cctv14hd
CCTV-15HD,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV-16HD,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV-17HD,http://live.cooltv.top/tv/aishang.php?id=cctv17hd




🔫港台频道,#genre#
翡翠台,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNLU7D5N_mYnzSwyd8g7-E8/ts
明珠台,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLUbzYKnEr1BV06WNuO2Pt4/ts
无线新闻,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhFltGrXywBBRW-bF83UGcHo/ts
有线新闻,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhJEUn-Cbjxb-tGm2mFU-KWw/ts
NOW新闻,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNKkdDHaVGuUp4a4zyFn9HI/ts
Viutv,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGr0CS96DUBJa525Cc1wTUk/ts
Viutv 6,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNaH1YPdBc_Giiews1tlEF8/ts
无线财经体育资讯台,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAxA4QNj72qBWcUnKzI7MJ0/ts
有线财经,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhMnkAMkKUeIV2YcD5p4YLJg/ts
J 2,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhOVp-jMSgoqp_VbJO1YN-lk/ts
